prob,height,length,size,area,label
1.0,180,180,18414,32400,0
1.0,960,540,52536,518400,0
0.9999988079071045,160,160,16064,25600,0
8.551137474502248e-16,392,698,45447,273616,1
1.0,180,180,8314,32400,0
0.9999984502792358,640,360,30373,230400,0
3.6357825175750854e-16,562,562,143797,315844,1
1.0,540,360,24014,194400,0
0.2117839902639389,1,1,152,1,1
1.459106706985791e-12,734,550,91746,403700,1
2.5048986864763256e-13,10892,690,2599007,7515480,1
2.235931573354652e-13,164,290,11130,47560,1
5.997560521137091e-12,327,454,124096,148458,1
1.0,444,360,28961,159840,0
5.220137100359068e-10,480,640,71589,307200,1
1.0,640,360,25902,230400,0
1.2817006123100327e-08,1706,960,173640,1637760,1
7.598894929093658e-13,1080,1920,94988,2073600,1
1.0,273,465,43870,126945,0
6.482090038339994e-12,144,300,4007451,43200,1
0.9999992847442627,518,690,51424,357420,0
2.7189114916836843e-05,502,720,96986,361440,1
3.0588402904346834e-12,979,576,157617,563904,1
1.0,639,360,29573,230040,0
1.0032067136647033e-13,600,800,57405,480000,1
1.0,488,360,25357,175680,0
1.1175927738804603e-06,895,480,134253,429600,1
4.979726497822412e-08,800,800,243905,640000,1
1.0,360,360,23269,129600,0
5.9457798684547924e-09,1080,720,121842,777600,1
0.999995231628418,388,690,40401,267720,0
1.252203816193287e-07,725,533,153695,386425,1
1.3935648781469811e-19,232,532,56405,123424,1
5.884307441306191e-08,293,440,22178,128920,1
9.940061794500021e-12,811,486,86288,394146,1
0.9999997615814209,320,690,70182,220800,0
1.0,480,360,28431,172800,0
1.2697514047144143e-11,960,1706,305891,1637760,1
3.3762241855583852e-06,360,640,42620,230400,1
1.0,853,480,50438,409440,0
2.9347790864164836e-10,350,590,117555,206500,1
1.6830527084354931e-18,261,373,891111,97353,1
2.6688325306167826e-05,360,640,45188,230400,1
1.0,480,360,31358,172800,0
1.0535103571582185e-15,2100,2100,690351,4410000,1
4.055522367707454e-05,653,690,208314,450570,1
1.5105017237004859e-10,450,800,48843,360000,1
6.298941454015291e-15,337,600,20710,202200,1
6.370707072989035e-09,400,400,16215,160000,1
1.7826238508885278e-16,335,596,45021,199660,1
0.999906063079834,220,333,36261,73260,0
1.0,640,360,29236,230400,0
2.8330390811071027e-10,1280,853,102341,1091840,1
1.8852897021304216e-10,810,1078,288151,873180,1
3.0358250635575956e-11,564,1002,47803,565128,1
2.568503915144956e-14,455,586,46911,266630,1
4.22211273093421e-20,697,930,166376,648210,1
1.0,360,360,9338,129600,0
1.0,1227,690,148552,846630,0
2.069170139049059e-12,300,300,35611,90000,1
0.9999775886535645,960,540,92127,518400,0
8.571029831510278e-15,987,2048,1153213,2021376,1
1.0,960,540,81013,518400,0
1.0,518,690,79705,357420,0
9.97199646529422e-17,611,640,17069,391040,1
8.696275470565507e-12,716,690,91332,494040,1
2.073975764460556e-07,839,480,42973,402720,1
0.9999297857284546,640,368,29128,235520,0
6.230438884813339e-05,426,240,10084,102240,1
3.494680923720157e-18,960,1707,286574,1638720,1
0.9999979734420776,832,640,119618,532480,0
0.999980092048645,129,400,19062,51600,0
3.8990210365907885e-11,480,640,54684,307200,1
1.0,640,362,27359,231680,0
1.0,640,360,31953,230400,0
1.0,477,360,19355,171720,0
1.0,920,690,154391,634800,0
3.599532916740214e-14,754,739,76458,557206,1
1.0224348451215448e-10,628,440,58903,276320,1
0.9999984502792358,856,640,59874,547840,0
0.9997876286506653,476,354,43914,168504,0
1.0,639,360,23145,230040,0
3.4447648431523703e-06,312,472,20966,147264,1
0.9996998310089111,138,635,35999,87630,0
2.316892633302814e-08,1141,640,206255,730240,1
0.9999992847442627,568,320,12903,181760,0
1.0,805,360,50379,289800,0
3.5619160398958627e-10,212,1481,145753,313972,1
1.0901617110139285e-16,800,600,144489,480000,1
9.299580056111331e-22,800,800,244084,640000,1
1.0,1227,690,111525,846630,0
0.999993085861206,180,180,15718,32400,0
1.0684639859968868e-17,505,894,201991,451470,1
2.0128836695221253e-06,420,521,55659,218820,1
1.0,541,360,39724,194760,0
1.0,180,180,6403,32400,0
1.9134087370087371e-10,960,1280,152510,1228800,1
0.00013322193990461528,213,690,33409,146970,1
0.9999465942382812,852,479,57909,408108,0
1.0,270,443,19581,119610,0
1.0,270,381,7706,102870,0
2.4127679854046846e-09,296,440,11776,130240,1
1.0,460,360,28415,165600,0
4.83171163523366e-07,602,708,101615,426216,1
1.0,639,360,23489,230040,0
9.546056389808655e-06,555,440,68283,244200,1
1.3717844693966795e-15,957,720,138087,689040,1
1.0315974741104128e-08,912,2048,152970,1867776,1
1.2642193958356529e-08,272,400,32540,108800,1
0.9999998807907104,690,690,116859,476100,0
0.9999996423721313,480,345,83079,165600,0
1.0,480,360,26667,172800,0
0.9999978542327881,1136,640,135597,727040,0
1.0,180,180,7812,32400,0
4.936024367019343e-10,562,1000,115941,562000,1
0.9999992847442627,270,470,22920,126900,0
8.103349907046236e-15,1440,1080,328611,1555200,1
6.132155330393352e-13,718,1280,157410,919040,1
1.0,853,480,32232,409440,0
9.798777318792418e-05,800,450,37634,360000,1
2.7404967113398015e-05,266,400,47994,106400,1
2.440503528433613e-11,616,532,80097,327712,1
1.550667187005388e-17,940,1148,236056,1079120,1
6.2056551691638745e-25,2448,1836,4373263,4494528,1
1.0,180,180,9958,32400,0
1.7306686572737817e-07,1280,960,425094,1228800,1
4.2106861997126543e-08,526,469,69305,246694,1
1.0,360,360,21657,129600,0
7.465288387464852e-10,678,1024,245639,694272,1
2.2641823138602746e-10,600,600,124203,360000,1
0.9999998807907104,200,200,23990,40000,0
1.0,480,360,27705,172800,0
7.92983669010885e-16,600,800,55961,480000,1
1.610965694339144e-14,263,500,64725,131500,1
0.9999967813491821,640,368,22016,235520,0
1.0,1228,690,123540,847320,0
4.6338619053010177e-10,1000,750,219724,750000,1
1.5248443133164535e-11,370,690,95482,255300,1
1.0,853,480,31912,409440,0
1.0,480,360,33338,172800,0
1.3907745614882838e-11,960,1280,373380,1228800,1
2.403106918791309e-05,574,383,28355,219842,1
1.0,480,360,25165,172800,0
1.0,484,360,38832,174240,0
0.9999986886978149,421,360,22531,151560,0
0.9989532232284546,640,640,83505,409600,0
1.0,393,360,29309,141480,0
1.4591296920718477e-11,1137,640,73624,727680,1
3.6932446684234677e-11,1334,750,188962,1000500,1
1.0,255,400,9693,102000,0
1.4517753221809926e-08,640,360,13755,230400,1
2.5636377358750906e-06,328,438,10880,143664,1
9.189841875922866e-06,518,690,55580,357420,1
3.904296368659412e-19,600,900,116728,540000,1
1.6111802381146845e-07,338,587,63453,198406,1
0.999998927116394,432,720,26765,311040,0
1.8278310420782873e-08,510,768,210861,391680,1
1.0,640,360,28517,230400,0
1.0,1199,360,132710,431640,0
1.0,480,360,31511,172800,0
5.792033213611138e-18,1461,1125,572316,1643625,1
1.6162748917025738e-10,1280,960,174365,1228800,1
1.0274455883454847e-17,1280,960,356453,1228800,1
1.0,639,360,32928,230040,0
1.0,490,337,25274,165130,0
2.574509050390361e-09,516,800,238149,412800,1
0.21415875852108002,1,1,1095,1,1
0.0018280621152371168,516,320,21452,165120,1
1.7730009460592555e-08,491,550,23057,270050,1
1.889509659847022e-09,75,100,3430,7500,1
3.1774582112120697e-06,960,1280,544444,1228800,1
3.253733666497283e-05,960,1280,204293,1228800,1
2.0272563627798945e-09,321,604,26388,193884,1
1.0,434,650,79704,282100,0
0.9999947547912598,640,362,17289,231680,0
9.936941296473378e-07,480,640,44900,307200,1
0.9999998807907104,345,345,22507,119025,0
0.9998981952667236,848,480,31543,407040,0
1.703982441259022e-12,501,690,75213,345690,1
8.303470216096398e-13,505,600,69837,303000,1
3.038098070542322e-17,360,639,33039,230040,1
4.520170477917418e-05,847,480,31264,406560,1
1.7039746942975477e-21,255,452,36848,115260,1
5.356000406099397e-14,960,1706,334842,1637760,1
3.5206947613682145e-17,1431,1080,124407,1545480,1
1.0,480,360,16698,172800,0
1.0,160,160,8756,25600,0
1.318742615108448e-10,1708,960,286931,1639680,1
8.455445232868897e-09,570,440,47223,250800,1
1.0,270,380,9752,102600,0
1.1276544142901912e-08,705,1060,85694,747300,1
1.1268331157054945e-08,422,750,167266,316500,1
7.671498158945411e-11,854,640,100249,546560,1
1.6202341617820612e-15,707,440,45786,311080,1
4.800261577120324e-11,373,800,85485,298400,1
3.506650259055277e-08,689,500,132949,344500,1
0.9995474219322205,293,440,21622,128920,0
1.0,540,360,29453,194400,0
0.9999998807907104,854,640,64983,546560,0
1.3667977860620795e-09,114,114,4561,12996,1
1.0,160,160,12620,25600,0
1.0,852,640,128677,545280,0
0.999998927116394,200,290,11102,58000,0
3.87917822863848e-11,1280,719,168372,920320,1
2.4899438413883423e-11,484,581,236228,281204,1
2.459647152619482e-09,2238,1982,527675,4435716,1
1.0,484,360,24672,174240,0
0.9999988079071045,270,282,13789,76140,0
1.191889226204168e-10,1034,1080,103575,1116720,1
2.3743807267551098e-11,484,491,91988,237644,1
1.0,200,200,19667,40000,0
1.0,270,392,9576,105840,0
0.9947305917739868,270,333,7302,89910,0
3.6368963396427034e-10,1520,440,335776,668800,1
1.0,450,300,18318,135000,0
0.9999973773956299,640,640,53460,409600,0
1.5926069352190098e-07,296,440,18600,130240,1
1.0,530,360,20884,190800,0
7.405525637160792e-10,500,500,141868,250000,1
0.00011469558376120403,400,600,54103,240000,1
1.0,480,272,15701,130560,0
1.2068592695868574e-05,644,440,74633,283360,1
0.9997972846031189,290,350,45585,101500,0
2.523981720514712e-06,852,480,25792,408960,1
0.9999960660934448,518,690,82197,357420,0
1.0,639,360,32827,230040,0
1.0,480,360,20308,172800,0
1.0,852,640,137585,545280,0
0.9999382495880127,854,640,239351,546560,0
1.0,494,360,57628,177840,0
5.185802898211023e-09,3933,690,787794,2713770,1
0.9999996423721313,160,160,13011,25600,0
6.124151923359022e-07,848,480,23735,407040,1
3.7800352989869265e-14,960,1280,203817,1228800,1
1.1136380635434762e-06,1080,1440,154093,1555200,1
2.0051287832802828e-13,827,680,130926,562360,1
3.304409358444692e-14,800,600,127066,480000,1
5.540531683619065e-13,600,600,176693,360000,1
1.0,480,360,23854,172800,0
0.9999996423721313,640,360,19719,230400,0
6.881294325467024e-07,1125,750,146691,843750,1
3.249558522335378e-17,536,800,162115,428800,1
2.2712249858614086e-09,360,640,12811,230400,1
0.9999994039535522,518,690,117567,357420,0
1.7430577869959052e-08,423,560,48554,236880,1
1.0,551,413,83108,227563,0
1.0,375,500,91956,187500,0
0.9999970197677612,418,360,26940,150480,0
4.116312291024826e-10,324,480,43194,155520,1
1.0,852,640,203665,545280,0
1.0,270,360,10552,97200,0
1.3090655670566775e-08,562,438,118781,246156,1
9.627413070315699e-14,706,530,121696,374180,1
2.2677671372706154e-12,281,500,39188,140500,1
0.9999648332595825,1227,690,151007,846630,0
2.4976150925226648e-08,896,600,78615,537600,1
1.0,864,640,75435,552960,0
3.4353504347552804e-16,690,690,88181,476100,1
4.297142908171736e-08,1608,1080,72565,1736640,1
1.0,854,640,143209,546560,0
1.5819260831828608e-11,500,500,93308,250000,1
0.9998829364776611,1065,690,136578,734850,0
4.644365390049643e-07,335,330,25966,110550,1
1.666543357714545e-05,6063,540,710874,3274020,1
1.0,270,406,15987,109620,0
3.0172014220397614e-08,560,690,60999,386400,1
5.780402823063469e-10,224,400,44409,89600,1
2.0221411350940244e-11,357,639,58581,228123,1
5.1521660202058506e-12,576,720,108022,414720,1
8.933882895689749e-07,368,640,82277,235520,1
1.0,800,532,88163,425600,0
1.6480226960879918e-08,10462,445,1555974,4655590,1
2.827047484998957e-10,800,450,48631,360000,1
1.0,781,440,86534,343640,0
3.0538919304490264e-07,854,480,21805,409920,1
3.075452639222931e-07,480,272,11217,130560,1
0.9999802112579346,1136,640,88406,727040,0
9.108187294659675e-14,480,640,55967,307200,1
0.9999998807907104,920,690,218542,634800,0
2.6069736105104047e-13,345,690,75123,238050,1
1.0,960,540,67599,518400,0
1.50785564589917e-11,1365,2048,69981,2795520,1
1.7743710486683995e-05,470,386,41501,181420,1
3.487254218725866e-08,436,640,72575,279040,1
0.9999744892120361,528,584,146300,308352,0
2.51831189365323e-13,11351,1477,1140918,16765427,1
3.908530197804794e-05,406,750,41975,304500,1
1.0,480,360,12115,172800,0
1.0,276,440,26983,121440,0
1.5520643659172606e-09,321,373,38134,119733,1
2.491521225445048e-11,480,852,43347,408960,1
5.095194137538783e-05,220,244,6396,53680,1
1.879615609823304e-07,960,720,158850,691200,1
7.883185207044341e-14,1136,640,87172,727040,1
7.338864216853425e-13,1227,690,179827,846630,1
1.5022104925006136e-13,740,550,35136,407000,1
7.213161816975455e-13,1280,956,153930,1223680,1
9.7430929990594e-10,1600,1200,126414,1920000,1
2.523719047076156e-07,5760,480,1384348,2764800,1
4.9557937614741476e-11,533,690,59585,367770,1
2.1410068029581453e-07,404,650,52276,262600,1
5.653294365970396e-08,623,507,65761,315861,1
1.228680412892081e-14,195,294,14723,57330,1
6.874774865052793e-14,740,640,81707,473600,1
1.0,270,324,17218,87480,0
7.341031671437293e-10,565,440,82327,248600,1
6.71172674628906e-05,1080,1920,88222,2073600,1
1.0,480,360,24082,172800,0
5.176286510533146e-09,1795,690,234791,1238550,1
0.9999277591705322,1226,690,197371,845940,0
1.0030218995459418e-15,322,565,48845,181930,1
7.359234533377767e-16,3024,4032,2613757,12192768,1
1.0695375969488091e-15,434,800,210357,347200,1
1.3916691352793744e-18,960,1280,272655,1228800,1
0.999998927116394,270,361,31727,97470,0
2.09527395433895e-09,591,591,55755,349281,1
4.1058458855047775e-09,1125,1646,524865,1851750,1
6.1009901354833695e-18,804,500,75307,402000,1
6.4378341448900755e-06,854,690,130732,589260,1
1.004027971873711e-09,363,690,92362,250470,1
3.9450737121526913e-10,1247,793,376267,988871,1
1.207341518427718e-12,462,487,83765,224994,1
1.2924927622921388e-15,354,500,34093,177000,1
7.188600572010512e-14,423,639,69993,270297,1
0.13478487730026245,351,625,10587,219375,1
1.75335188146164e-07,801,500,158835,400500,1
0.9999996423721313,500,640,106158,320000,0
3.4674736298843077e-17,518,690,115474,357420,1
7.468871727694827e-19,1363,2048,214283,2791424,1
2.341772612568115e-19,450,600,39335,270000,1
2.4295068734581093e-10,518,690,99280,357420,1
1.0,481,360,21857,173160,0
1.974765462264827e-09,266,477,29390,126882,1
5.673126679539564e-08,628,1200,116833,753600,1
8.946772359422206e-13,1044,1568,342901,1636992,1
1.9476361501347128e-07,587,440,84680,258280,1
1.0,960,540,142782,518400,0
1.0,750,500,74142,375000,0
5.612644238262021e-10,349,500,58139,174500,1
1.0,639,360,32776,230040,0
1.0,480,360,24113,172800,0
8.414325771652917e-16,960,1488,374361,1428480,1
7.256449202810826e-17,414,661,63812,273654,1
1.806470706355867e-08,548,440,88532,241120,1
1.0,445,360,18102,160200,0
1.0079935170782036e-14,620,500,148574,310000,1
4.11146458675557e-13,459,640,74703,293760,1
8.506188642343204e-09,670,690,84683,462300,1
1.0,200,200,20825,40000,0
4.037408871226944e-05,498,308,47287,153384,1
1.0249212891721982e-06,300,300,93078,90000,1
4.458209263590767e-15,960,960,319599,921600,1
1.0,180,180,7111,32400,0
0.9999954700469971,200,200,12927,40000,0
1.0,1227,690,140665,846630,0
1.0,480,360,35178,172800,0
8.236474400291627e-07,771,605,120493,466455,1
1.4889444784741183e-15,480,852,43830,408960,1
1.0,1227,690,127660,846630,0
1.0499759048321344e-11,576,894,134232,514944,1
1.0738384759179098e-07,800,600,98174,480000,1
4.85231552715959e-08,582,950,119839,552900,1
6.935046599210182e-07,960,640,69705,614400,1
1.0,640,360,16318,230400,0
1.0,480,360,29311,172800,0
0.999984860420227,553,690,96844,381570,0
1.7377263907339402e-12,7871,1080,2025085,8500680,1
1.6402691704886507e-10,424,636,30845,269664,1
0.9999996423721313,1227,690,217122,846630,0
1.0,480,360,23346,172800,0
1.7120600930334816e-14,221,532,38675,117572,1
1.2982629492521821e-17,562,562,143488,315844,1
1.0,423,640,110443,270720,0
0.99997878074646,270,308,8461,83160,0
1.0,482,360,17970,173520,0
1.0,1200,360,125172,432000,0
7.273385626591175e-16,960,1703,421893,1634880,1
1.0,649,640,43655,415360,0
1.0,160,160,13013,25600,0
7.904075971509883e-08,256,292,17506,74752,1
3.771727003591669e-24,1706,960,297292,1637760,1
9.59838986069883e-10,420,750,44464,315000,1
1.0,270,284,12886,76680,0
0.4396902918815613,422,750,137536,316500,1
2.71762802729692e-23,1620,911,169607,1475820,1
4.527345026872354e-06,222,550,30970,122100,1
9.483471001764734e-14,4032,3024,2382410,12192768,1
1.0,639,360,39119,230040,0
4.74618566670415e-10,402,678,98128,272556,1
2.931043032176729e-17,500,500,207040,250000,1
1.0,160,160,11548,25600,0
1.0,270,480,19197,129600,0
6.100438296879895e-12,253,450,21904,113850,1
1.0,360,360,21491,129600,0
7.407859590503885e-13,750,1000,213972,750000,1
5.341776326828196e-11,1280,960,445906,1228800,1
1.0,249,445,23733,110805,0
2.7173424101134547e-12,737,550,66141,405350,1
7.322911166340873e-09,1280,720,248303,921600,1
3.184740853612311e-05,270,524,25013,141480,1
7.872088630743012e-16,746,666,101945,496836,1
5.141447445566882e-07,1278,960,272829,1226880,1
1.2601332195598391e-13,300,512,25605,153600,1
2.7474695851736897e-09,360,641,41749,230760,1
0.9999997615814209,681,640,66730,435840,0
1.0,561,440,68169,246840,0
3.3359398576848776e-10,266,467,43047,124222,1
4.2065398386803565e-10,432,720,26745,311040,1
4.753922810962763e-10,1136,640,265577,727040,1
3.63893349231148e-07,591,591,100588,349281,1
5.711385529139079e-05,853,640,86159,545920,1
1.0,270,360,10338,97200,0
3.2929497706390976e-07,800,600,122966,480000,1
1.0,160,160,12599,25600,0
2.3931858231240888e-11,388,690,138589,267720,1
2.859842422012378e-14,1706,960,200560,1637760,1
1.0287007912168633e-09,720,720,36746,518400,1
0.0006187101826071739,300,300,15785,90000,1
6.632449034427168e-10,216,640,52180,138240,1
9.949532170372422e-11,1334,750,375149,1000500,1
1.0,270,387,13106,104490,0
0.9999692440032959,480,360,27661,172800,0
8.830929800751619e-06,330,440,35909,145200,1
0.9996987581253052,120,120,3742,14400,0
8.049535260568064e-09,331,497,134815,164507,1
8.599548628751563e-09,480,640,74628,307200,1
1.594075365574099e-05,262,690,23396,180780,1
1.0,360,360,19150,129600,0
1.0,352,640,34193,225280,0
5.675308682038984e-17,1334,750,201827,1000500,1
1.3460131413012277e-05,1707,960,467846,1638720,1
3.6881997402815614e-06,144,192,9390,27648,1
2.2965534418687697e-15,746,666,124834,496836,1
5.884726842105004e-14,603,964,185597,581292,1
1.0,270,432,16667,116640,0
1.0,480,360,37288,172800,0
9.487166911445466e-13,936,690,150547,645840,1
1.0,960,540,84427,518400,0
2.597771331380727e-09,267,440,44287,117480,1
6.308849970215746e-11,335,640,19917,214400,1
2.5508322121226e-09,325,469,61473,152425,1
1.0,681,449,62694,305769,0
1.0,960,539,51101,517440,0
1.0,480,360,25782,172800,0
7.374115207348098e-12,1334,750,200784,1000500,1
2.1696676455462693e-08,298,533,84296,158834,1
1.0,140,104,3949,14560,0
2.1963436949414372e-20,500,500,72675,250000,1
4.83917419007965e-15,960,1280,402253,1228800,1
1.0,270,443,18898,119610,0
1.0,480,360,32173,172800,0
1.0,800,533,87571,426400,0
9.710376608336561e-19,960,1280,229844,1228800,1
1.0,1227,690,164952,846630,0
1.0,854,640,154906,546560,0
1.0,422,360,20042,151920,0
4.837681294510114e-14,3047,2048,2528416,6240256,1
1.3155952993670894e-09,276,523,24655,144348,1
1.0,576,360,37823,207360,0
4.630079360151196e-22,634,588,134390,372792,1
1.0,270,405,19086,109350,0
1.0,440,440,57140,193600,0
1.0,160,160,8983,25600,0
1.1118415841337992e-06,1283,440,237243,564520,1
1.043338072187483e-11,337,500,27850,168500,1
2.53131984638685e-16,1231,929,276692,1143599,1
1.572169727737105e-09,852,640,128252,545280,1
3.3403838641541186e-14,600,800,123136,480000,1
1.6169116826697527e-12,960,1280,177297,1228800,1
1.0,160,160,11970,25600,0
1.0,160,160,13393,25600,0
1.0,540,360,32203,194400,0
1.8437711752326835e-14,960,1438,277389,1380480,1
4.999327774674045e-13,282,501,46883,141282,1
6.488887152045208e-07,364,641,33642,233324,1
0.9999947547912598,640,362,17289,231680,0
1.0,1200,360,72630,432000,0
7.321108779975716e-13,955,690,100797,658950,1
1.0972931513886144e-14,372,935,202625,347820,1
8.976098943985766e-14,480,480,20965,230400,1
1.0,497,360,35465,178920,0
1.1679736344749614e-10,472,440,40986,207680,1
8.574282294098308e-19,363,600,63290,217800,1
0.9999985694885254,853,480,47520,409440,0
5.935656169778414e-18,960,1349,283364,1295040,1
4.0120120559095085e-09,425,640,45654,272000,1
8.321581271286682e-12,1920,1080,398170,2073600,1
0.00017152033979073167,300,300,43343,90000,1
1.07582609487622e-09,264,343,21473,90552,1
8.890109075034884e-17,1085,1860,220728,2018100,1
0.9999998807907104,853,640,31980,545920,0
0.9999710321426392,128,128,4162,16384,0
8.681177304792342e-12,600,800,95991,480000,1
1.0,180,180,8731,32400,0
1.2789825198922244e-08,413,620,67829,256060,1
1.0,540,360,25562,194400,0
1.8885662320685634e-16,960,1706,290462,1637760,1
1.3120150299528177e-08,330,535,42986,176550,1
5.203925734775794e-09,960,1280,531039,1228800,1
1.0,480,360,20525,172800,0
1.0,479,360,38086,172440,0
2.705610735453945e-10,3085,750,437726,2313750,1
1.180703077625564e-13,261,400,19859,104400,1
1.0,641,360,28365,230760,0
2.285846001370828e-08,1280,960,272517,1228800,1
0.9995169639587402,270,356,18627,96120,0
9.878348805614223e-09,960,1757,626915,1686720,1
1.582657060961168e-10,427,640,58589,273280,1
6.472700420090405e-08,364,640,53777,232960,1
1.0,637,360,42205,229320,0
8.73725821293192e-06,272,480,16949,130560,1
4.388413590850071e-11,1280,960,276063,1228800,1
0.002823157934471965,220,292,20233,64240,1
1.0,160,160,11473,25600,0
1.0,375,500,44295,187500,0
4.916002581012435e-05,568,440,68306,249920,1
0.9951508045196533,272,480,7224,130560,0
4.245298638452452e-15,357,600,51258,214200,1
1.1197700082470955e-18,2730,4096,1489217,11182080,1
0.00024307126295752823,591,591,90001,349281,1
1.0,480,360,29524,172800,0
8.943057139276789e-08,800,600,121295,480000,1
1.8087302692377204e-14,380,750,150238,285000,1
1.0,235,255,9471,59925,0
0.9999915361404419,428,600,50025,256800,0
1.4627982158899044e-09,600,800,59691,480000,1
7.094948933916712e-11,369,553,53868,204057,1
0.9999985694885254,960,540,159171,518400,0
1.0,1136,640,41313,727040,0
3.644896329202396e-10,460,690,25474,317400,1
1.0,403,360,20561,145080,0
1.0371052755099095e-24,1920,1080,529566,2073600,1
1.0,480,360,28151,172800,0
2.181391733913074e-10,1600,900,385486,1440000,1
1.0,270,376,33217,101520,0
1.0,400,300,15304,120000,0
1.7780212024920417e-10,451,600,91775,270600,1
0.9999892711639404,546,360,54880,196560,0
0.9999961853027344,267,293,20681,78231,0
1.99919733545606e-10,586,720,85196,421920,1
1.0,300,300,10836,90000,0
7.536383843376182e-12,2788,480,512671,1338240,1
4.652139978134073e-05,920,690,131977,634800,1
1.0,160,160,15600,25600,0
1.0,480,360,17479,172800,0
2.6190423094152315e-11,854,640,136526,546560,1
1.0,825,640,106534,528000,0
1.0,640,480,27389,307200,0
2.649037474458823e-17,960,1280,316512,1228800,1
2.5701175129094755e-13,664,860,374336,571040,1
0.9970285296440125,479,599,105181,286921,0
3.423576743280532e-12,480,480,39848,230400,1
3.15988835097869e-09,874,383,38594,334742,1
3.0218982871588196e-10,640,360,40803,230400,1
1.0,621,512,139304,317952,0
4.27125522450833e-12,540,960,213806,518400,1
1.0,220,395,26720,86900,0
1.0,413,550,72622,227150,0
7.106956356750516e-09,582,498,61680,289836,1
1.0376901627751067e-05,444,347,17101,154068,1
5.321553999237949e-06,800,600,38278,480000,1
1.0,639,360,22994,230040,0
1.0,960,540,63641,518400,0
1.0,800,450,66684,360000,0
9.645039487134882e-14,2160,1080,368298,2332800,1
0.9999998807907104,160,160,14396,25600,0
3.61708857310461e-11,960,1280,230010,1228800,1
1.0,640,360,31655,230400,0
0.9999995231628418,480,360,15229,172800,0
1.0,800,600,53158,480000,0
4.944096521075636e-11,587,440,95223,258280,1
6.406122702173889e-05,847,480,49035,406560,1
6.663947171858808e-10,426,640,133737,272640,1
2.935147264127025e-11,202,270,22486,54540,1
0.9999998807907104,527,690,96757,363630,0
1.0016477895939106e-18,960,1268,304265,1217280,1
6.042071962966626e-17,1073,960,201296,1030080,1
1.0,180,180,10082,32400,0
1.0955361062769953e-07,2441,596,698623,1454836,1
0.9999997615814209,487,690,110061,336030,0
5.238706078772347e-15,1280,960,232138,1228800,1
7.559909295795642e-12,500,500,44528,250000,1
1.0,180,180,7547,32400,0
1.0,640,360,33469,230400,0
1.0,270,291,12683,78570,0
1.0,360,360,38601,129600,0
3.290903660690958e-11,2448,3264,1989812,7990272,1
1.8674870716495207e-07,537,468,64053,251316,1
2.5885911192347066e-09,189,595,60107,112455,1
7.56389395561996e-11,608,511,76408,310688,1
1.0,863,640,117423,552320,0
1.0,479,360,16372,172440,0
0.9999728202819824,180,180,17541,32400,0
2.3306490071206554e-09,743,600,67804,445800,1
7.856935588246294e-13,1536,2048,583311,3145728,1
6.824117763180718e-16,4029,3022,8830261,12175638,1
0.9999997615814209,806,360,81795,290160,0
0.9999982118606567,604,595,54518,359380,0
0.9999998807907104,300,300,13919,90000,0
0.7720017433166504,1226,690,171986,845940,0
3.0718338460037152e-18,960,1280,187109,1228800,1
1.0,331,250,28211,82750,0
1.0,480,360,23406,172800,0
4.5549169991332406e-10,492,870,113445,428040,1
1.0,270,380,17717,102600,0
1.0827155144665923e-10,840,480,35139,403200,1
2.1026541618951455e-11,134,200,11251,26800,1
1.0,482,360,14769,173520,0
0.9986910223960876,440,440,234460,193600,0
0.9999111890792847,640,480,22264,307200,0
1.0,480,360,36327,172800,0
3.123911371388166e-26,4197,3756,1220540,15763932,1
1.4857830301669093e-24,2448,3264,2174911,7990272,1
1.212487632074044e-06,359,640,34729,229760,1
1.0,384,556,28731,213504,0
1.0,960,538,38812,516480,0
1.0,180,180,15533,32400,0
1.5241573194518798e-12,1706,960,299601,1637760,1
4.725714264353087e-11,715,1000,409722,715000,1
0.0008051539189182222,422,750,95289,316500,1
1.1421170953429538e-10,1227,690,200241,846630,1
1.0,413,550,72330,227150,0
2.5054673891133916e-09,453,600,49929,271800,1
3.20764814709662e-09,584,720,79512,420480,1
1.0,526,360,26440,189360,0
6.123824647374931e-08,1928,1080,105864,2082240,1
0.9999871253967285,725,544,114333,394400,0
1.0,270,400,13058,108000,0
0.9999997615814209,920,690,148018,634800,0
2.7487014886418137e-09,438,500,30655,219000,1
1.0,481,360,26824,173160,0
8.526529308994224e-12,1280,960,191781,1228800,1
3.138772404422292e-14,541,541,122704,292681,1
4.573550163534858e-16,251,449,37706,112699,1
3.6753981476067565e-06,235,419,19751,98465,1
2.445628410896461e-08,427,555,42798,236985,1
1.9238402870769278e-08,404,720,65381,290880,1
1.0,180,180,11842,32400,0
1.4214541002588454e-12,960,1255,514148,1204800,1
1.1439065161766848e-07,804,452,80424,363408,1
0.9999957084655762,502,690,59221,346380,0
1.0,1139,640,97708,728960,0
1.0,180,180,16988,32400,0
1.0,783,440,68612,344520,0
5.073539796285331e-05,329,640,961931,210560,1
4.926115707348799e-06,584,440,77089,256960,1
1.0,270,360,10651,97200,0
1.0,258,330,22005,85140,0
4.711343990493333e-07,300,400,13487,120000,1
1.0,270,344,8398,92880,0
8.255164551940197e-09,1380,690,512451,952200,1
1.0,1227,690,171109,846630,0
7.732801791742686e-15,3798,690,610974,2620620,1
1.0,640,360,32628,230400,0
7.026435433488132e-09,280,496,72656,138880,1
